#,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,46,47,48,49,50,51,25,26,27,28,29,30,34,35,36,40,41,42,43,44,45,52,53,54,55,56,57,58,59,60,Please enter your Mechanical Turk worker ID here.,,,,,,,,,,,,,,,,,,,
105,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,A1JLJ58OAJ4S9H,,,,,,,,,,,,,,,,,,,
106,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A1PTX4IB9R34LI,,,,,,,,,,,,,,,,,,,
107,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,A1DVNAQ217BZJF,,,,,,,,,,,,,,,,,,,
108,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,A3LA5P3N3KI8U7,,,,,,,,,,,,,,,,,,,
109,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,A3O1I9MATO3ZZN,,,,,,,,,,,,,,,,,,,
110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,A3QNLYEQ6WOG53,,,,,,,,,,,,,,,,,,,
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,A1JMD1M91WRWGB,,,,,,,,,,,,,,,,,,,
112,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,A2JLS8VHLTWVP8,,,,,,,,,,,,,,,,,,,
113,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,A36JTIZPOO2HO5,,,,,,,,,,,,,,,,,,,
114,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,A1LOIVWMRQ8QS4,,,,,,,,,,,,,,,,,,,
115,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,A27O2IILV3S5YS,,,,,,,,,,,,,,,,,,,
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A1I29LCZ5N91PB,,,,,,,,,,,,,,,,,,,
